building_id,meter,meter_reading,site_id,square_feet,year_built,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,month,day,hour,weekday,is_weekend,building_age,log_square_feet,log_meter_reading,primary_use_Entertainment/public assembly,primary_use_Food sales and service,primary_use_Healthcare,primary_use_Lodging/residential,primary_use_Manufacturing/industrial,primary_use_Office,primary_use_Other,primary_use_Parking,primary_use_Public services,primary_use_Religious worship,primary_use_Retail,primary_use_Services,primary_use_Technology/science,primary_use_Utility,primary_use_Warehouse/storage
1413,2,107.595,15,65999,1975.0,15.0,0.0,3.9,0.0,1027.9,140.0,1.5,10,11,22,1,0,50.0,11.097410021008562,4.687625365924284,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
450,0,82.33,3,116872,1931.0,5.0,0.0,-2.8,0.0,1007.8,220.0,2.1,12,30,2,4,0,94.0,11.668843154145106,4.422808628394115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656,0,9.5,5,5769,1976.0,2.0,0.0,-1.0,0.0,1016.1,280.0,3.1,3,10,6,3,0,49.0,8.660427359502146,2.3513752571634776,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1049,0,78.5625,12,94399,1970.0,1.3,1.0,-0.2,0.0,1020.7,290.0,5.0,11,7,9,0,0,55.0,11.455296352133592,4.376542876317625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,0,164.44,2,106440,1963.0,18.3,4.0,-0.6,0.0,1003.1,240.0,3.6,4,28,14,3,0,62.0,11.575346120011792,5.108608591320064,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
817,0,0.0,8,984,1970.0,32.8,4.0,22.2,0.0,1017.9,190.0,3.6,8,11,18,3,0,55.0,6.892641641172089,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441,0,27.63,3,3267,1970.0,18.3,4.0,14.4,0.0,1025.1,50.0,4.6,10,5,1,2,0,55.0,8.091933455979893,3.354455119110024,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
793,0,605.18,7,150695,1964.0,17.7,0.0,14.9,0.0,1007.6,70.0,3.1,7,9,6,5,1,61.0,11.923019841462056,6.407176971667695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,0,37.63,3,19000,1970.0,4.4,4.0,-1.1,0.0,1020.4,330.0,5.1,12,14,14,2,0,55.0,9.852246888342531,3.65402917667819,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1148,0,843.355,13,861524,1970.0,17.2,0.0,13.9,0.0,1015.4,0.0,0.0,5,30,8,0,0,55.0,13.666459353681716,6.73857302227554,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
857,0,1.85,8,4000,1970.0,22.8,0.0,17.2,0.0,1013.8,350.0,1.5,3,19,4,5,1,55.0,8.294299608857235,1.0473189942805592,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
482,0,524.76,3,394000,2013.0,8.9,0.0,-3.3,0.0,1023.4,350.0,8.2,11,12,5,5,1,12.0,12.884108726347916,6.264844834848903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
354,0,37.9,3,77500,1970.0,1.1,0.0,-1.7,0.0,1014.8,220.0,2.1,1,3,8,6,1,55.0,11.258046118484,3.6609942506244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
977,0,82.0,9,8837,1970.0,32.8,2.0,18.9,0.0,1011.0,170.0,1.5,6,7,21,1,0,55.0,9.086815885690685,4.418840607796598,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1169,1,694.3889999999999,13,155439,1970.0,23.9,4.0,17.2,0.0,1014.6,140.0,3.1,7,31,2,6,1,55.0,11.954015084051322,6.544471401214541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
856,0,0.25,8,2956,1970.0,27.8,0.0,15.6,0.0,1016.5,170.0,2.6,12,14,19,2,0,55.0,7.991930519852477,0.2231435513142097,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
988,0,35.0,9,24463,1970.0,2.8,0.0,-3.9,0.0,1025.0,0.0,0.0,1,11,8,0,0,55.0,10.104957928168844,3.58351893845611,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
212,1,1328.1,2,327256,2012.0,15.6,0.0,-10.0,0.0,1013.7,340.0,4.1,3,23,13,2,0,13.0,12.698501073917708,7.192257300427287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
669,0,8.2,5,4768,1976.0,2.0,0.0,-2.0,0.0,1016.1,320.0,3.1,4,28,2,3,0,49.0,8.469891918298224,2.2192034840549946,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1271,3,81.6883,14,20540,1970.0,8.9,0.0,6.7,0.0,1021.2,0.0,0.0,5,11,9,2,0,55.0,9.930178167789173,4.415078116809475,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1087,0,25.173,13,56569,1970.0,-0.6,4.0,-7.2,0.0,1021.8,190.0,7.2,1,5,19,1,0,55.0,10.9432340883372,3.26472834505029,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
211,0,215.79,2,48411,1970.0,44.4,4.0,2.8,0.0,1002.9,260.0,4.6,6,20,3,0,0,55.0,10.787502995858494,5.378929143040425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,0,75.58,3,59200,1959.0,2.2,0.0,1.1,-1.0,1002.2,0.0,0.0,2,9,14,1,0,66.0,10.988693712621323,4.338335946049148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1097,1,12.3284,13,157545,1970.0,21.1,0.0,12.8,0.0,1005.1,240.0,4.1,10,28,23,4,0,55.0,11.96747275809765,2.589897096978937,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
807,0,4.4167,8,3000,1970.0,26.7,0.0,22.8,-1.0,1013.8,20.0,8.2,9,20,23,1,0,55.0,8.006700845440367,1.6894867739348558,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1224,0,24.0,14,23481,1970.0,23.3,0.0,22.2,-1.0,1015.8,110.0,2.1,7,31,4,6,1,55.0,10.063989449190156,3.218875824868201,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1331,2,138.17,15,171008,1930.0,13.3,0.0,11.1,0.0,1002.5,120.0,2.1,6,7,3,1,0,95.0,12.049471465678751,4.935696207431762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1239,0,72.0,14,31300,1970.0,29.4,0.0,14.4,0.0,1019.6,40.0,2.1,9,21,20,2,0,55.0,10.351405324899678,4.290459441148391,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
85,0,0.0,0,37241,1981.0,23.3,0.0,19.4,0.0,1015.3,140.0,2.1,4,30,4,5,1,44.0,10.525192435641708,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
314,0,3.27,3,225000,1970.0,-6.1,0.0,-16.1,0.0,1028.7,310.0,5.7,1,20,4,2,0,55.0,12.323860125621126,1.451613827240533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,0,389.025,15,204029,2010.0,16.1,0.0,12.8,0.0,1019.5,90.0,2.6,7,12,3,1,0,15.0,12.226022320837794,5.966210839633313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,0,8.0,15,9552,1961.0,2.8,0.0,-4.4,0.0,1019.6,0.0,0.0,4,28,12,3,0,64.0,9.164610520270008,2.19722457733622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,1,0.0,0,113866,2006.0,19.4,0.0,11.7,0.0,1020.4,320.0,3.6,12,8,23,3,0,19.0,11.642786379624626,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
500,0,153.03,3,99975,1968.0,6.7,2.0,-2.8,0.0,1016.5,320.0,3.6,12,2,10,4,0,57.0,11.51268543616562,5.037147388636367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
763,1,518.803,6,54597,1970.0,17.8,0.0,16.7,0.0,1022.9,0.0,0.0,6,26,11,6,1,55.0,10.907752531025473,6.253449893641293,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
923,1,76.1046,9,24992,1970.0,20.6,0.0,11.1,0.0,1015.1,170.0,1.5,5,2,7,0,0,55.0,10.12635106464302,4.345162941565147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
661,0,1.84,5,7427,1976.0,15.0,0.0,13.0,0.0,1016.1,260.0,5.1,6,24,4,4,0,49.0,8.913011922472597,1.043804052173115,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,0,0.0,0,37241,1981.0,24.4,4.0,2.2,0.0,1017.3,170.0,1.5,4,3,20,6,1,44.0,10.525192435641708,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
813,0,11.7917,8,5630,1970.0,17.8,4.0,17.2,0.0,1019.0,360.0,1.5,12,13,12,1,0,55.0,8.636042325254618,2.5487965230990484,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
791,0,978.05,7,150695,1970.0,3.6,0.0,-10.0,0.0,1021.6,270.0,3.6,3,30,0,2,0,55.0,11.923019841462056,6.886582713749336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1214,0,289.415,13,195437,1970.0,1.7,0.0,-3.9,0.0,1020.5,0.0,0.0,5,15,9,6,1,55.0,12.182998472559571,5.671310934509238,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
956,0,95.0,9,86167,1970.0,23.3,0.0,22.2,0.0,1015.3,20.0,2.1,8,30,12,1,0,55.0,11.364054158030608,4.564348191467836,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
170,1,52.4362,2,45224,1982.0,28.3,2.0,-10.0,0.0,1010.7,300.0,2.1,5,30,17,0,0,43.0,10.719405310263497,3.978488418915681,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1339,1,230.03,15,140488,1961.0,21.1,4.0,14.4,0.0,1020.4,0.0,0.0,7,11,15,0,0,64.0,11.852884472876028,5.442547572219269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1055,0,23.38,12,86714,1970.0,1.8,3.0,-0.6,0.0,1007.1,260.0,9.0,4,29,3,4,0,55.0,11.370382158184686,3.193763124053125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,3,237.387,2,179449,1976.0,21.7,0.0,-3.3,0.0,1016.2,0.0,0.0,4,3,6,6,1,49.0,12.097651896575751,5.473895403503027,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1392,2,1957.26,15,76153,1963.0,11.7,0.0,11.1,20.0,1008.8,290.0,1.5,10,21,8,4,0,62.0,11.240512884849217,7.5798116028345905,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
430,0,29.11,3,23918,1970.0,8.9,0.0,-1.7,0.0,1015.3,290.0,4.6,12,2,5,4,0,55.0,10.082428401170604,3.4048573424936426,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1075,0,32.852,13,72709,1970.0,12.8,0.0,2.2,0.0,1010.9,280.0,5.1,9,27,6,1,0,55.0,11.194234205644102,3.52199808180786,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
894,1,235.277,9,101555,1970.0,22.2,0.0,14.4,0.0,1013.7,160.0,3.1,3,1,2,1,0,55.0,11.528365649458106,5.465004845558023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1235,0,235.281,14,278369,1970.0,17.8,0.0,10.6,0.0,1014.7,0.0,0.0,4,22,5,4,0,55.0,12.536706443015335,5.465021774696881,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
269,0,120.33,2,809530,1958.0,9.4,0.0,1.7,0.0,1011.2,100.0,2.6,1,24,11,6,1,67.0,13.60421034661056,4.798514106063782,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1268,3,389.855,14,43007,1970.0,-7.8,0.0,-13.9,0.0,1037.1,360.0,1.5,12,20,8,1,0,55.0,10.669141423882822,5.968336647215959,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1047,0,298.631,12,252952,1970.0,4.8,5.0,2.4,0.0,1006.5,270.0,10.0,1,27,16,2,0,55.0,12.440958979701144,5.702551717585339,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
313,0,47.98,3,103800,1970.0,31.7,6.0,19.4,0.0,1014.7,350.0,3.6,8,18,21,3,0,55.0,11.550230883578887,3.891412051524022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,1,109.355,14,115676,1970.0,1.7,0.0,-3.9,-1.0,999.1,260.0,2.6,1,29,16,4,0,55.0,11.658557103446352,4.703702442052338,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1169,0,537.0,13,155439,1970.0,15.0,8.0,9.4,0.0,1022.4,20.0,5.1,9,28,18,2,0,55.0,11.954015084051322,6.2878585601617845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1344,1,93.6827,15,125507,1974.0,26.7,0.0,11.7,0.0,1011.3,100.0,2.1,6,15,21,2,0,51.0,11.740124780542269,4.550531301349444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1209,0,286.55400000000003,13,115788,1970.0,17.2,6.0,15.6,0.0,1011.2,270.0,2.1,9,16,12,4,0,55.0,11.659524848244644,5.6614106686872505,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
150,0,448.3,1,65657,1955.0,8.1,0.0,5.1,0.0,1023.9,320.0,1.5,3,10,19,3,0,70.0,11.092214730646498,6.107690816076114,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1185,1,0.3332,13,129532,1970.0,23.3,4.0,11.1,0.0,1016.5,0.0,0.0,7,30,2,5,1,55.0,11.77169095391386,0.2875820674514476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
597,0,255.25,4,189425,1994.0,8.9,0.0,5.0,0.0,1008.3,0.0,0.0,1,4,10,0,0,31.0,12.151753725919862,5.546153530452618,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1003,0,88.75,10,94751,1970.0,19.4,0.0,7.2,0.0,1005.7,0.0,0.0,7,6,9,2,0,55.0,11.459018230901318,4.497028027368389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,0,0.0,0,15304,2016.0,26.1,0.0,22.8,0.0,1018.7,140.0,4.1,5,17,14,1,0,9.0,9.635934851379512,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1109,0,194.902,13,102191,1970.0,18.9,0.0,16.1,-1.0,1012.5,220.0,2.1,9,9,16,4,0,55.0,11.53460867580137,5.277614534188835,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1355,1,0.8194,15,50567,1970.0,11.7,0.0,8.9,0.0,1005.4,150.0,6.2,11,30,19,2,0,55.0,10.831074244152134,0.5985067764058245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1083,1,0.0,13,100813,1970.0,1.1,0.0,0.0,0.0,1012.9,240.0,1.5,12,24,5,5,1,55.0,11.521032513864126,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
933,1,47.583,9,8525,1970.0,24.4,0.0,22.2,0.0,1014.4,0.0,0.0,7,28,6,3,0,55.0,9.050875597325156,3.88327367547549,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
770,2,0.0,6,80325,1970.0,22.8,0.0,3.9,0.0,1013.4,320.0,2.6,6,10,1,4,0,55.0,11.29384863333078,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,0,0.0,0,370773,1991.0,11.7,4.0,9.4,0.0,1024.6,0.0,0.0,3,23,11,2,0,34.0,12.823347991553057,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332,0,566.18,3,90400,1970.0,25.6,0.0,23.9,0.0,1021.3,180.0,3.1,8,10,8,2,0,55.0,11.412010608265987,6.340676713665348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
932,1,323.339,9,233937,1970.0,18.3,0.0,-0.6,0.0,1023.8,170.0,1.5,1,12,21,1,0,55.0,12.362811401967503,5.781789265102162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
865,0,21.1667,8,10174,1970.0,25.0,0.0,22.8,0.0,1016.4,150.0,1.5,8,6,2,5,1,55.0,9.227689010310796,3.0985911627519664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
323,0,366.63,3,282200,1928.0,15.6,0.0,2.2,0.0,1023.0,340.0,2.1,10,31,20,0,0,97.0,12.550374861980682,5.907076997597718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
876,2,176.9,9,55240,1970.0,16.7,0.0,13.3,0.0,1026.7,10.0,2.1,11,25,23,4,0,55.0,10.919460710183415,5.18122159467179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
859,0,17.6667,8,4000,1970.0,31.1,0.0,22.8,3.0,1010.4,90.0,6.7,6,8,20,2,0,55.0,8.294299608857235,2.9267411877797307,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1218,2,2000.0,13,268480,1970.0,-8.3,0.0,-10.6,3.0,1015.3,150.0,5.1,2,15,1,0,0,55.0,12.500535426926271,7.601402334583733,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
579,0,1.204,4,7781,1910.0,12.8,0.0,10.6,-1.0,1012.4,240.0,8.2,11,27,8,6,1,115.0,8.9595686535445,0.790273891290668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1322,0,89.7201,14,166489,1970.0,13.3,0.0,2.2,0.0,1016.7,220.0,4.1,3,7,23,0,0,55.0,12.0226905265389,4.507778942271603,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
433,0,67.34,3,23055,1970.0,7.2,0.0,1.7,0.0,1024.8,150.0,2.6,11,24,5,3,0,55.0,10.045681318239303,4.2244952466871455,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
867,0,154.583,8,65913,1970.0,25.6,0.0,23.3,0.0,1017.9,250.0,2.6,6,10,13,4,0,55.0,11.09610614102336,5.047179351276869,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
221,3,0.0,2,204349,1993.0,17.2,4.0,4.4,0.0,1017.4,160.0,2.1,11,13,9,6,1,32.0,12.227589488992423,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,3,5.8614,2,24867,2012.0,27.2,6.0,22.8,0.0,1011.9,100.0,2.6,8,3,12,2,0,13.0,10.121337115389228,1.9259115025486235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1276,1,143.55200000000002,14,53860,1970.0,19.4,0.0,13.3,0.0,1020.1,70.0,2.1,9,3,4,5,1,55.0,10.89416193284752,4.97363930440953,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14,1,337.68300000000005,0,86250,2013.0,20.6,4.0,19.4,0.0,1020.6,150.0,2.1,12,18,6,6,1,12.0,11.365016929029292,5.825064566653825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1096,0,31.945,13,83772,1970.0,13.9,0.0,8.9,0.0,1003.2,140.0,6.7,3,8,5,1,0,55.0,11.335866038849929,3.494839504365783,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
324,0,16.23,3,11910,1970.0,17.8,4.0,16.7,0.0,1016.6,20.0,2.1,10,3,11,0,0,55.0,9.3852176218809,2.8466520505398383,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,0,261.24,2,140092,1970.0,32.8,2.0,17.2,0.0,1005.9,300.0,4.1,8,9,11,1,0,55.0,11.850061766765634,5.56926011499552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
961,0,308.0,9,155882,1970.0,31.1,0.0,24.4,0.0,1016.5,170.0,3.1,9,6,23,1,0,55.0,11.95686100484097,5.733341276897746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1154,2,1312.5,13,262156,1970.0,29.4,4.0,12.2,0.0,1014.4,40.0,3.6,6,12,2,6,1,55.0,12.476698839913873,7.180450609125595,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1217,0,87.352,13,73044,1970.0,18.9,0.0,15.6,5.0,1012.2,70.0,3.1,6,3,20,4,0,55.0,11.198830968566616,4.481328835747744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1126,2,5199.71,13,72332,1970.0,-6.1,0.0,-8.9,-1.0,1029.5,340.0,2.6,1,21,23,3,0,55.0,11.189035735548938,8.55655043371053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
915,1,588.439,9,205141,1970.0,25.0,0.0,22.8,0.0,1013.8,140.0,4.1,5,25,6,2,0,55.0,12.231457701253284,6.379171237099932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,0,32.51,3,37083,1908.0,5.6,0.0,3.9,-1.0,1018.4,60.0,2.1,2,3,13,2,0,117.0,10.520940888726871,3.511843901749219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878,1,115.634,9,41241,1970.0,24.4,2.0,23.3,3.0,1016.3,170.0,2.6,5,29,6,6,1,55.0,10.627212433560212,4.759040826608031,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1371,0,29.025,15,50577,1956.0,2.2,0.0,-3.3,0.0,1001.7,250.0,5.1,12,29,22,3,0,69.0,10.831271978121498,3.4020303679660477,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
181,1,6.2952,2,148829,2014.0,12.2,0.0,3.3,0.0,1008.6,0.0,0.0,11,29,4,1,0,11.0,11.910559993963204,1.9872165976373188,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1246,1,0.0,14,50327,1970.0,-0.6,9.0,-2.8,-1.0,1006.8,360.0,2.1,1,17,21,6,1,55.0,10.826316861249866,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
644,0,251.335,4,261091,1923.0,15.0,2.0,11.7,0.0,1014.5,330.0,3.1,10,10,6,0,0,102.0,12.472628114616132,5.530757569767341,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,0,60.78,3,17927,1970.0,25.6,4.0,21.7,0.0,1021.5,350.0,2.6,8,15,11,0,0,55.0,9.794119015480764,4.123579687490436,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
685,0,306.9,5,270034,1976.0,17.0,0.0,11.0,0.0,1016.1,300.0,3.6,6,18,11,5,1,49.0,12.506306859208946,5.729775054930455,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1249,1,1180.78,14,159384,1970.0,21.1,0.0,12.8,0.0,1012.3,70.0,2.6,5,23,15,0,0,55.0,11.979077938024476,7.074777055431091,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
458,0,4.63,3,4589,1970.0,12.8,9.0,12.8,0.0,1019.8,230.0,1.5,10,13,10,3,0,55.0,8.431635303054591,1.728109442151599,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,0,1037.88,3,461647,1976.0,23.3,0.0,17.2,0.0,1017.4,190.0,3.6,5,27,5,4,0,49.0,13.042557974905025,6.945898488760177,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
626,0,94.5,4,130581,1970.0,17.8,0.0,11.1,0.0,1018.0,310.0,2.1,9,15,4,3,0,55.0,11.77975666090454,4.5591262474866845,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
778,1,0.0,6,108339,1970.0,7.8,0.0,-8.3,0.0,1016.1,210.0,7.7,12,31,22,5,1,55.0,11.59302970921189,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
931,0,197.0,9,216050,1970.0,32.8,2.0,20.6,0.0,1015.3,110.0,2.6,6,27,23,0,0,55.0,12.283269769907571,5.288267030694535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1020,0,121.38,10,22101,1970.0,17.8,0.0,8.3,0.0,1006.9,170.0,5.1,8,8,13,0,0,55.0,10.003423381148728,4.807130958034395,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
797,1,0.0,7,764237,1979.0,-7.8,0.0,-11.6,0.0,1028.0,260.0,3.1,1,22,16,4,0,46.0,13.546634537961506,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1396,1,0.0,15,96336,1913.0,-1.7,0.0,-7.8,0.0,1035.0,140.0,6.7,12,26,10,0,0,112.0,11.475607739985849,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1348,2,5276.78,15,131271,2010.0,-1.1,0.0,-2.8,-1.0,999.9,250.0,2.6,12,30,7,4,0,15.0,11.785026785454988,8.571260833739055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794,1,0.0,7,731945,1969.0,0.8,0.0,-2.8,0.0,1027.9,300.0,2.6,10,26,3,2,0,56.0,13.503462019730469,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
638,0,2.5525,4,7900,1923.0,20.6,2.0,12.2,0.0,1016.2,300.0,6.2,7,4,23,0,0,102.0,8.974744612722734,1.267651580989119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1339,0,232.3,15,140488,1961.0,20.0,0.0,18.3,0.0,1021.3,80.0,1.5,8,16,10,1,0,64.0,11.852884472876028,5.452325179027384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
654,0,46.2657,4,43910,1912.0,21.7,2.0,13.9,0.0,1013.3,290.0,6.7,8,13,23,5,1,113.0,10.689920137152056,3.855784873880871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
957,1,327.735,9,111195,1970.0,28.3,0.0,22.8,0.0,1013.6,110.0,2.1,5,22,18,6,1,55.0,11.619049688928618,5.795251955074588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
674,0,92.1,5,149704,1976.0,9.0,0.0,2.0,0.0,1016.1,220.0,4.6,4,17,11,6,1,49.0,11.916421969983547,4.533674184283021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,0,158.5,4,86465,2014.0,15.0,0.0,11.7,0.0,1012.3,230.0,5.1,8,7,10,6,1,11.0,11.367506552066416,5.072043922224899,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1087,0,17.935,13,56569,1970.0,0.6,0.0,-5.0,0.0,1020.0,170.0,1.5,2,23,2,1,0,55.0,10.9432340883372,2.9410120613537583,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
833,0,13.1667,8,6392,1970.0,18.9,2.0,7.8,0.0,1012.3,350.0,7.7,10,22,7,5,1,55.0,8.762958920766726,2.65089414020067,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1193,1,15.3272,13,106511,1970.0,17.2,2.0,13.3,0.0,1018.0,210.0,1.5,7,16,10,5,1,55.0,11.576012933840484,2.792832428716824,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
929,2,253.15,9,199628,1970.0,11.7,0.0,-0.6,0.0,1022.0,170.0,2.6,1,17,19,6,1,55.0,12.204215922887007,5.537924643892912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,0,8.5,3,68203,1970.0,23.3,0.0,12.2,0.0,1015.8,190.0,5.1,4,21,22,3,0,55.0,11.130258493138042,2.2512917986064958,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
308,0,20.58,3,5033,1970.0,29.4,0.0,23.3,15.0,1008.3,310.0,4.1,8,6,19,5,1,55.0,8.523970175695261,3.0717669598299886,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1078,1,826.169,13,80438,1970.0,20.0,0.0,17.8,0.0,1010.2,180.0,2.1,8,19,13,4,0,55.0,11.295254412183258,6.718009027229878,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1161,1,0.0,13,53077,1970.0,3.3,0.0,-2.2,0.0,1003.5,260.0,6.7,2,7,21,6,1,55.0,10.87951780876114,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
973,0,172.0,9,193960,1970.0,17.8,0.0,5.0,0.0,1022.0,170.0,2.1,1,13,19,2,0,55.0,12.175412386908205,5.153291594497779,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
